"Brnd_Name","Gnrc_Name","Tot_Mftr","Mftr_Name","Tot_Spndng_2019","Tot_Dsg_Unts_2019","Tot_Clms_2019","Avg_Spnd_Per_Dsg_Unt_Wghtd_2019","Avg_Spnd_Per_Clm_2019","Outlier_Flag_2019","Tot_Spndng_2020","Tot_Dsg_Unts_2020","Tot_Clms_2020","Avg_Spnd_Per_Dsg_Unt_Wghtd_2020","Avg_Spnd_Per_Clm_2020","Outlier_Flag_2020","Tot_Spndng_2021","Tot_Dsg_Unts_2021","Tot_Clms_2021","Avg_Spnd_Per_Dsg_Unt_Wghtd_2021","Avg_Spnd_Per_Clm_2021","Outlier_Flag_2021","Tot_Spndng_2022","Tot_Dsg_Unts_2022","Tot_Clms_2022","Avg_Spnd_Per_Dsg_Unt_Wghtd_2022","Avg_Spnd_Per_Clm_2022","Outlier_Flag_2022","Tot_Spndng_2023","Tot_Dsg_Unts_2023","Tot_Clms_2023","Avg_Spnd_Per_Dsg_Unt_Wghtd_2023","Avg_Spnd_Per_Clm_2023","Outlier_Flag_2023","Chg_Avg_Spnd_Per_Dsg_Unt_22_23","CAGR_Avg_Spnd_Per_Dsg_Unt_19_23"
"Haloperidol","Haloperidol",1,"Mylan",1740249.5,3001359.25,63266,0.5851585139,27.506867828,0,3477257.92,5847440.55,115795,0.5966316125,30.029430632,0,3888424.48,6360658,126055,0.6145551209,30.847046765,0,3406680.02,5947950.324,117456,0.5756192002,29.003882475,0,2061516.03,4029522.479,80981,0.5133502888,25.45678653,0,-0.108177266,-0.032201219
"Haloperidol","Haloperidol",1,"Method Pharmace",987.76,1822,31,0.5516054162,31.863225806,1,1554084.64,2557068.64,48397,0.609620756,32.111177139,0,3235174.16,5289426.984,102920,0.6143458374,31.433872522,0,2082825.66,3459499.044,69050,0.6069470666,30.164021144,0,933066.67,1706257.6,35319,0.5513491971,26.418264107,0,-0.091602501,-0.000116145
"Haloperidol","Haloperidol",1,"Major Pharmaceu",6876.95,10712,315,0.6426814269,21.831587302,0,21133.57,10586,358,3.1414076861,59.032318436,1,256251.08,20649,827,16.877199435,309.85620314,1,197270.9,12206.4,941,26.509789749,209.63963868,1,227715.95,14139.4,1074,24.163578071,212.02602421,1,-0.088503594,1.4762322395
"Haloperidol","Haloperidol",1,"Innogenix, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68639.15,141431,2680,0.4862391392,25.611623134,0,416631.43,920586.11,17850,0.4538303905,23.340696359,0,92191.88,198291,4552,0.4652489599,20.253049209,0,0.0251604338,-0.021822321
"Haloperidol","Haloperidol",1,"Burel Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37354.99,70689.5,1331,0.5287619762,28.065356875,0,157991.83,302798.5,5738,0.5215690964,27.534302893,0,-0.013603247,-0.013603247
"Haloperidol","Haloperidol",1,"Amici Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304784.9,542679.5,10772,0.5644518339,28.294179354,0,3313316.48,6504643.58,128039,0.5124149715,25.87740048,0,-0.092190085,-0.092190085
"Haloperidol","Haloperidol",1,"Ahp",55430.75,25147,960,2.7263043508,57.740364583,1,48360.99,21192,922,2.6080731441,52.452266811,1,70477.95,8065,667,15.98481566,105.66409295,1,123887.25,5950.5,778,39.100358163,159.23811054,0,45560.45,6228.6,804,19.197489689,56.667226368,1,-0.509020106,0.6289866554
"Haloperidol Decanoate","Haloperidol Decanoate",1,"West-Ward/Hikma",NA,NA,NA,NA,NA,NA,348682.19,6319,3741,55.179963602,93.205610799,1,102535.09,3029,1713,33.851135688,59.857028605,1,223879.01,8323,4827,26.898835756,46.380569712,0,78628,2997,1757,26.235568902,44.751280592,1,-0.024657828,-0.219505778
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Zydus Pharmaceu",NA,NA,NA,NA,NA,NA,324534.02,9195.5,5793,34.944628106,56.021753841,0,1116454.39,36611.25,22027,30.293711791,50.685721614,0,1696871.64,62121.1,37408,27.195921063,45.361196536,0,1849816.72,71153,42807,25.943403921,43.212949284,0,-0.046055331,-0.094513086
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Teva USA",13092.34,342,82,38.281695906,159.66268293,1,303073.74,7998.3,2590,37.892269607,117.01688803,0,288629.1,7163.9,2765,40.289381482,104.38665461,1,58571.18,1517.4,762,38.59969685,76.865065617,1,7631.46,225,138,33.9176,55.300434783,1,-0.121298798,-0.029806219
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Teva Parenteral",1463173.56,42419.097,20347,33.331930649,71.911021772,0,1384444.48,38011.237,22395,36.287049497,61.819356106,0,1555533.83,46408,28869,33.390156197,53.882497835,0,597867.01,19619.5,12630,30.161715235,47.337055424,0,56786.1,2156,1370,26.313179994,41.449708029,1,-0.127596697,-0.057398304
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Somerset Therap",338198.9,9180.19,6224,36.127789616,54.337869537,0,4100846.2,114468,73100,35.48579081,56.099127223,0,5311606.04,162029.75,102267,32.560770921,51.938612064,0,5164765.49,174047.429,106940,29.504747135,48.295918178,0,4457442.21,161466.175,99162,27.479823213,44.951112422,0,-0.068630445,-0.066115568
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Sagent Pharmace",1048207.72,26777.375,16459,38.767064505,63.685990643,0,759094.34,19470.1,11687,38.537748599,64.952027039,0,548615.28,14271.483,8376,38.261233742,65.498481375,0,827759.64,23731.834,14010,34.723829205,59.083486081,0,488418.65,14557.699,9126,33.390121285,53.51946636,0,-0.03840901,-0.036639645
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Patriot Pharmac",321127.76,12516,8915,25.657379354,36.021061133,0,227119.33,9186.5,6630,24.723162249,34.256309201,0,147860.3,6383,4550,23.164703118,32.496769231,0,88706.07,3996.571,2885,22.195544631,30.747337955,0,80169.97,3987.5,3188,20.10532163,25.147418444,1,-0.094173089,-0.059140699
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Mylan Instituti",3701292.43,99785.273,61799,36.674997253,59.892432402,0,1681558.53,50262.683,30503,33.130555207,55.127644166,0,1482953.91,51261.2,31921,28.449334135,46.457000407,0,1594838.94,58242.5,37069,27.001079031,43.02352208,0,1599124.46,63138,40947,25.088850813,39.053519428,0,-0.070820437,-0.090552424
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Meitheal Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117534.43,4344.25,2581,27.03180309,45.538330105,0,749588.53,27002.666,16137,27.667348218,46.451541798,0,0.023511015,0.023511015
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Lifestar Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132771.9,5528.75,3524,23.699342402,37.676475596,0,NA,0
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Fresenius-Premi",1867.27,49.5,35,37.722626263,53.350571429,1,7701.43,159,130,48.436666667,59.241769231,1,2084.31,71.5,42,29.151188811,49.626428571,1,869.28,38.5,22,22.578701299,39.512727273,1,6935.96,282.5,197,24.552070796,35.207918782,1,0.0873996016,-0.1018031
"Haloperidol Decanoate","Haloperidol Decanoate",1,"Bluepoint Labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163461.29,6024,3640,27.029334706,44.906947802,0,NA,0
"Haloperidol Decanoate","Haloperidol Decanoate",1,"App/Fresenius K",4358492.45,99885.725,59555,43.382420954,73.184324574,0,2880366.29,70362.43,41520,40.581521777,69.372983863,0,1111417.32,30703.25,17842,36.03059095,62.2921937,0,513478.03,15127,9033,33.692041699,56.844683937,0,579807.68,17361.5,11007,33.313013847,52.67626783,0,-0.011249774,-0.063893986
"Haloperidol Decanoate 100","Haloperidol Decanoate",1,"Patriot Pharmac",4665616.09,110196.61,69341,42.339016509,67.28509958,0,3028389.98,74840.54,46756,40.46456613,64.770082556,0,1395526.44,35804.36,23165,38.976438624,60.242885387,0,708769.29,19170.44,12187,36.971988645,58.157814885,0,489152.64,14609,9187,33.482965295,53.244001306,0,-0.094369372,-0.056980254
"Haloperidol Lactate*","Haloperidol Lactate",1,"West-Ward/Hikma",1084797.52,29279.9,10852,37.049222163,99.962911906,1,1168239.33,18978.6,8711,61.555611584,134.11081736,1,132409.57,10388.1,3750,12.746274102,35.309218667,1,51719.76,6206.5,2566,8.3331603964,20.155791115,1,23035.71,1696.6,1095,13.577572793,21.037178082,1,0.6293425479,-0.22194417
"Haloperidol Lactate*","Haloperidol Lactate",1,"West-Ward-Premi",228995.04,5083.2,3078,45.049386213,74.397348928,1,328368.97,3471.4,2590,94.592662903,126.7833861,0,53931.48,1434.1,1234,37.606498849,43.704602917,1,21122.45,347,305,60.871613833,69.253934426,1,18991.01,59,52,321.88152542,365.21173077,1,4.2878756641,0.6349399016
"Haloperidol Lactate*","Haloperidol Lactate",1,"Teva Parenteral",1705308.84,829,694,2057.0673583,2457.2173487,1,2385699.72,1181,1008,2020.0675021,2366.7655952,1,844460.57,485.4,463,1739.720993,1823.8889201,1,265.29,64,47,4.14515625,5.6444680851,1,71.07,36,30,1.9741666667,2.369,1,-0.523741315,-0.823991426
"Haloperidol Lactate*","Haloperidol Lactate",1,"Silarx/Lannett",391189.72,1152843.035,17849,0.3393260905,21.916618298,0,361832.2,613821,9032,0.5894751076,40.061138175,0,288138.34,550861.75,6292,0.5230683379,45.794396058,0,280825.25,659948.75,6126,0.4255258458,45.841536076,0,232428.01,553335.75,4897,0.4200487859,47.463346947,0,-0.012871274,0.0548012119
"Haloperidol Lactate*","Haloperidol Lactate",1,"Sagent Pharmace",78049.55,3248.9,2392,24.023377143,32.629410535,1,86215.42,3452.7,1872,24.970434732,46.055245726,1,225101.3,67004.3,3532,3.3595052855,63.731964892,1,242577.64,4546.3,2741,53.357156369,88.499686246,1,120566.21,4055.5,2270,29.729061768,53.112867841,1,-0.44282897,0.0547190399
"Haloperidol Lactate*","Haloperidol Lactate",1,"Pharm Assoc Inc",347458.41,1651591.1,16819,0.2103779864,20.658684226,0,404754.9,1495099,12455,0.2707211362,32.497382577,0,333122.64,1209005.55,9829,0.2755344175,33.89181402,0,268840.69,913142.25,7510,0.2944127161,35.797695073,0,267107.96,896874.6,7340,0.2978208548,36.390730245,0,0.011576058,0.0907838593
"Haloperidol Lactate*","Haloperidol Lactate",1,"Patriot Pharmac",83396.83,11338.1,3502,7.3554502077,23.814057681,1,65219.48,9619.6,3289,6.7798536322,19.829577379,1,140139.33,4241.505,2760,33.040001132,50.775119565,1,85620.82,1266,784,67.630979463,109.21022959,1,3415.51,358,196,9.5405307263,17.426071429,1,-0.858932537,0.0671877186
"Haloperidol Lactate*","Haloperidol Lactate",1,"Mylan Instituti",796018.81,28607.9,15823,27.825139559,50.307704607,1,2894899.08,62453.8,22930,46.352649158,126.24941474,1,4258230.43,66590.13,37107,63.946870655,114.75544857,1,5153183.39,87422.528,46154,58.945714656,111.65193461,1,4769485.8,87710.23,45025,54.377759584,105.92972349,1,-0.077494269,0.1823498204
"Haloperidol Lactate*","Haloperidol Lactate",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23042.7,65,14,354.50307692,1645.9071429,1,5830.93,4230.7,32,1.3782423712,182.2165625,1,-0.996112185,-0.996112185
"Haloperidol Lactate*","Haloperidol Lactate",1,"Fresenius Kabi*",1145725.31,46023.348,29939,24.894436406,38.268656602,1,828953.33,46724.25,28961,17.736318416,28.623090708,1,2691601.63,56131.6,32859,47.667920571,81.913680575,1,3704629.36,47593.049,27677,77.423465721,133.85227301,1,4904458.97,50573.7,27495,96.441109773,178.37639462,1,0.2456315262,0.4029428342
"Haloperidol Lactate*","Haloperidol Lactate",1,"App/Fresenius K",11455.74,2401,306,4.7712369846,37.437058824,1,48703.07,4028,1276,12.091129593,38.168550157,1,101795.44,8596,2390,11.842187064,42.59223431,1,118263.62,2832,1784,41.759752825,66.291266816,1,82949.18,2436.8,1347,34.04020847,61.580682999,1,-0.184856083,0.6343320809
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Watson Labs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,40,0,0,1,NA,0
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Silarx/Lannett",3216888.27,44818752.242,244584,0.0717754982,13.152488593,0,3303306.61,50739855.07,249559,0.0651027995,13.23657576,0,6242045.79,79446413.899,386030,0.078569258,16.169846359,0,8290848.59,90325501.543,436986,0.0917885697,18.972801394,0,4721345.92,49841224.957,251160,0.0947277264,18.798160217,0,0.0320209448,0.0718283118
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Qualitest/Par P",502.29,4614,79,0.1081937509,6.3581012658,1,126.68,1152,15,0.1017240059,8.4453333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.86,1312,30,0.2679273775,11.562,1,NA,0.2544510778
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Pharm Assoc Inc",1639.48,20129,113,0.0814486562,14.508672566,1,329.69,6563,74,0.0502346488,4.4552702703,1,160.83,4021,24,0.0399975131,6.70125,1,294.64,1738,11,0.1695281933,26.785454545,1,731.67,2005,11,0.3649226933,66.515454545,1,1.1525782002,0.4548869121
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Northstar Rx Ll",7786428.91,51987579.885,850320,0.1491816946,9.1570572373,0,9108119.64,63794047.25,1020726,0.1422439093,8.9231778558,0,9352840.27,67386420.845,1089974,0.1384272345,8.5807920831,0,10226075.55,71354531.671,1161252,0.1430332519,8.8060778797,0,11875412.37,79399063.485,1295216,0.1492517874,9.1686733101,0,0.0434761525,0.0001174415
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Mylan Instituti",179654.48,9085.5,634,29.464004538,283.3666877,1,242601.08,594,288,418.19882958,842.36486111,1,568117.67,446.5,341,1285.6540249,1666.0342229,1,4534.01,28.5,21,153.73951691,215.9052381,1,5891.77,26,14,228.39709576,420.84071429,1,0.4856108589,0.6685902483
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Morton Grove Ph",2830183.06,45572074.194,238290,0.0621034506,11.877053422,0,2103536.21,32090976.505,157596,0.0655491493,13.34764975,0,807064.21,9384214.386,50160,0.0860023202,16.08979685,0,518786.42,4597203.842,24037,0.1128482525,21.582827308,0,1540554.14,14490948.635,71927,0.1063114761,21.418301055,0,-0.057925366,0.1438421716
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Mckesson Packag",35337.42,49178,1324,0.9014329184,26.68989426,0,26761.25,9850.5,506,2.8861901692,52.88784585,1,66034.91,3350,626,18.343449721,105.48707668,1,657121.44,9472.3,2514,61.169629647,261.384821,1,546141.5,8522,3862,55.550254809,141.41416365,1,-0.091865438,1.8018066418
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Teva USA",8619678.11,52071665.698,859900,0.1649654873,10.02404711,0,7716739.65,48552371,784039,0.1582405232,9.8422905621,0,9257530.43,61366654.605,990226,0.1503768588,9.3489066435,0,15420499.53,95054690.065,1545735,0.1619461189,9.9761599045,0,14770152.79,89970416.145,1478981,0.1639867692,9.9867089503,0,0.0126007979,-0.001486528
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Major Pharmaceu",346143.9,193334,3935,2.7962187543,87.965412961,1,744198.95,48859.5,2535,20.419709635,293.56960552,0,728648.47,25746.5,3200,33.095371081,227.70264688,0,1278711.42,129006,7301,29.558418643,175.1419559,1,1085102.36,74286,6164,26.810907271,176.0386697,1,-0.092951907,0.7596856466
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"KVK-Tech, Inc.",9831814.25,55046534.924,921642,0.1783387716,10.667715067,0,7026290.53,43605905.767,699662,0.1605576722,10.042406948,0,1464013.14,6073494.17,103295,0.2426376463,14.17312687,0,364130.39,2159502,39565,0.1696674666,9.2033461393,0,710731.39,3522013,62529,0.2018741306,11.366428217,0,0.1898222717,0.0314750433
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Hi-Tech/Akorn C",9574.54,1939.7,29,4.9360932103,330.15655172,1,17188.95,649.5,11,26.464896074,1562.6318182,1,10853.05,336,23,32.300744048,471.87173913,1,NA,NA,NA,NA,NA,NA,2995.09,26701,170,0.1121714543,17.618176471,1,NA,-0.611738123
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Harris Pharm",158101.23,890641.5,16530,0.1753442329,9.5645027223,0,42865.02,300272,5617,0.1416150388,7.6313014064,0,6638.2,64957,1366,0.101965741,4.8595900439,0,2659.78,45104,973,0.0569770725,2.7335868448,1,643.78,2730,49,0.2335450629,13.138367347,1,3.0989305434,0.0742857155
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Glenmark Pharma",67159.91,391769.5,7304,0.1703353907,9.1949493428,0,2431.01,17011,386,0.1458633184,6.2979533679,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3177.55,12854,231,0.2490686779,13.755627706,1,NA,0.0996476644
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Epic Pharma LLC",3090351.47,18291982.59,305037,0.1682016825,10.131070886,0,3448641.22,20189562.249,327991,0.170330312,10.514438567,0,8415668.1,52459688.058,833089,0.1599003679,10.101763557,0,8791567.37,56176351.771,898243,0.1558160649,9.7875155943,0,8490084.56,58665404.22,925191,0.1444046595,9.1765749559,0,-0.073236385,-0.037418041
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Chartwell Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1638478.84,11106646.917,51827,0.1477293955,31.614387096,0,NA,0
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Avet Pharmaceut",5158555.8,30563125.517,532209,0.1680581928,9.6927256022,0,12260880.41,77186488.418,1274015,0.1583851679,9.6238116584,0,14331270.7,101269686.73,1688979,0.1412485734,8.4851680808,0,17801415.19,98092056.921,1621366,0.1813454029,10.979270066,0,21381005.85,121087008.55,2009486,0.176423393,10.640037228,0,-0.02714163,0.01221815
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Aurobindo Pharm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6472.28,36714,606,0.1764918858,10.680330033,0,NA,0
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Amer. Regent",331216.88,10365.47,5658,32.088011859,58.539568752,1,317685.17,11629.5,5123,27.427491509,62.011549873,1,614124.59,23458.253,4996,38.460440722,122.92325661,1,853835.14,23397.5,4908,45.795903872,173.96803993,1,413026.58,10473.75,4300,47.572137791,96.052693023,1,0.0387858688,0.1034495062
"Hydroxyzine HCl*","Hydroxyzine HCl",1,"Ahp",365398.94,144081.025,4651,3.4894068319,78.563521823,1,620325.15,112356.67,4273,5.7038983178,145.17321554,1,707985.15,53697.53,3795,13.362694954,186.55735178,1,281867.25,17011,1426,26.850031584,197.66286816,1,160601.08,17227.1,1255,14.496594292,127.96898805,1,-0.460090233,0.4276725008
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Teva USA",2912438.55,14536809.2,241929,0.2089973675,12.038401969,0,1739461.97,6198260,100717,0.2928932821,17.270788149,0,5051989.04,23366213.556,366802,0.2213610584,13.773068413,0,5603444.92,23542626.47,370004,0.2444944085,15.144282008,0,5001424.99,17089118.67,287490,0.295122987,17.396865943,0,0.2070745861,0.0900980318
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Sandoz",9964310.53,65871084.53,1035311,0.1512490164,9.6244611812,0,10234959.65,69836528.567,1076011,0.1465636547,9.5119470433,0,8822495.44,59534310.311,928712,0.1482157941,9.4997108253,0,8839737.44,54729358.72,856719,0.1614912643,10.318129328,0,9815235.5,54970689.771,886542,0.1784746093,11.071371125,0,0.1051657198,0.0422477595
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Rising Pharm",390836.09,2446038,40563,0.1597997596,9.6352856051,0,68062.17,454049.94,7306,0.1500770183,9.3159280044,0,6809.85,61940,859,0.109490278,7.9276484284,0,2593.9,23966,333,0.1073479997,7.7894894895,1,1070.71,9996,150,0.1054279245,7.1380666667,1,-0.017886455,-0.098750817
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Mylan Instituti",293902.99,454734.5,9763,0.8550984079,30.103758066,0,144300.28,33226,1444,5.6617606112,99.930941828,1,43833.11,3522,320,32.285550546,136.97846875,1,5403.51,267,124,23.957724338,43.576693548,1,21439.45,447,63,230.51877931,340.30873016,1,8.6218979753,3.0520290786
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,5433.72,113,12,48.086017699,452.81,1,176674.22,27187,1804,6.4984816272,97.934711752,1,509958.49,421925,7969,1.2086472477,63.992783285,1,575063.37,29045,2198,19.757411108,261.63028662,1,15.346714184,-0.256575148
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Heritage Pharma",1159941.16,9665521,156688,0.1200095738,7.4028716941,0,4560225.77,40607937.727,629794,0.1121693944,7.2408212368,0,4518480.22,40899887.881,638216,0.1103463232,7.0798604548,0,2048230.08,14013345.5,214494,0.1463026741,9.5491252902,0,2462686.41,13307996.7,214498,0.1850820668,11.481162575,0,0.2650627745,0.1143897577
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Greenstone LLC.",NA,NA,NA,NA,NA,NA,288.23,2530,56,0.1139249012,5.1469642857,1,14953.78,116253,2025,0.1286313471,7.384582716,0,19306.05,131006,2172,0.1473676778,8.8886049724,0,9934.78,55172,1007,0.180069238,9.8657199603,0,0.2219045634,0.1648597043
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Avpak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.35,2806,206,0.8506230162,10.516262136,1,41210.51,11308,1045,4.3210771014,39.435894737,1,72276.63,12616,1114,4.8065218397,64.880278276,1,0.1123434567,1.3770969518
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Amneal Pharmace",3109527.24,20499109.5,331949,0.1516736153,9.3674848847,0,4474857.15,29566503.13,458194,0.1513468553,9.7662936442,0,6170048.71,41696881.54,644515,0.1479440261,9.573165419,0,12243858.88,82956216,1297988,0.1475221653,9.4329522923,0,14589969.34,93196947.815,1470833,0.1564915629,9.9195281449,0,0.0608003386,0.0078484271
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Ahp",139078.9,143863,4063,0.9800749573,34.230593158,0,346065.17,24096,3006,14.812873108,115.12480705,1,430636.06,18807,3706,22.818115055,116.19969239,1,760988.77,29775,4514,25.431414771,168.58413159,1,517775.3,9553,3048,54.854741233,169.87378609,1,1.1569677396,1.7351976811
"Hydroxyzine Pamoate","Hydroxyzine Pamoate",1,"Actavis/Impax G",13904.81,50281,970,0.279463256,14.33485567,0,14439.07,14481,275,1.081772388,52.505709091,1,4377.26,1652,37,4.2980886589,118.30432432,1,4897.57,882,33,7.7685886608,148.41121212,1,4957.27,3684,68,1.5801865898,72.901029412,1,-0.796592836,0.5420409763
"Imipramine HCl","Imipramine HCl",1,"Sandoz",257682.93,1053925.5,20706,0.2439764431,12.444843524,0,71932.23,334923,6664,0.2153434928,10.794152161,0,21104.56,74103.6,1586,0.2864021185,13.306784363,0,14693.62,31082,692,0.5057779058,21.233554913,0,1601.85,5562.2,125,0.2889672931,12.8148,1,-0.428667623,0.0432183042
"Imipramine HCl","Imipramine HCl",1,"Strides Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103710.42,459312.5,7787,0.223244528,13.318405034,0,225721.87,978247.5,17933,0.2295145872,12.586955334,0,0.0280860599,0.0280860599
"Imipramine HCl","Imipramine HCl",1,"Oxford Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148377.93,603194,10327,0.2448005784,14.367960686,0,269618.64,1104219,20358,0.2434517146,13.243866785,0,-0.005510052,-0.005510052
"Imipramine HCl","Imipramine HCl",1,"Par Pharm.",833950,3435972.002,68150,0.2416739874,12.236977256,0,858938.92,3608485,68964,0.2368837655,12.454888348,0,843702.28,3662627.5,67467,0.2285990897,12.505406791,0,504529.9,1979068.5,37562,0.2544276237,13.43192322,0,80352.14,335759,7285,0.2386309289,11.029806452,0,-0.062087184,-0.00316287
"Imipramine HCl","Imipramine HCl",1,"Lupin Pharmaceu",909.17,1962,39,0.4615230221,23.312051282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.86,1238,24,0.3273502777,16.994166667,1,NA,-0.082291327
"Imipramine HCl","Imipramine HCl",1,"Leading Pharma",527090.79,2028851.203,41142,0.2583690687,12.811501385,0,519681.99,2090009.189,39688,0.2477155321,13.094184388,0,476735.01,2042745,38013,0.2323586482,12.54136769,0,518377,2140382.633,39692,0.2408245937,13.059986899,0,531456.96,2289850.6,41955,0.2314096107,12.66730926,0,-0.039094774,-0.027173891
"Imipramine Pamoate","Imipramine Pamoate",1,"Roxane/West-War",336092.89,49645.72,1017,7.1593034399,330.47481809,0,155956.1,20332.958,446,7.5759183317,349.67735426,0,137785.86,17925,429,7.6895288239,321.17916084,0,358868.64,44057.803,1005,8.1111191455,357.08322388,0,253613.91,32726,746,7.7357212117,339.96502681,0,-0.046281891,0.0195476078
"Imipramine Pamoate","Imipramine Pamoate",1,"Lupin Pharmaceu",1313408.2,174360,4766,7.5297377491,275.5787243,0,1652697.57,229545.816,5242,7.0492887937,315.27996375,0,1826471.9,249499.546,5315,7.1993907584,343.64476011,0,1281701.64,173358.94,3938,7.2176015013,325.47019807,0,821267.78,158796.784,3702,5.1512562521,221.844349,0,-0.28629251,-0.090540579
"Intuniv","Guanfacine HCl",1,"Shire US Inc.",6024440.95,670138,19734,8.9939509128,305.28230212,0,4740431.94,520273,14836,9.1158819379,319.52223915,0,3883682.81,427222,12014,9.1010259941,323.26309389,0,3103996.22,342715,9487,9.0625442532,327.18416992,0,2612865.69,281635,7621,9.2779598303,342.8507663,0,0.0237698786,0.0078026448
"Invega","Paliperidone",1,"Janssen Pharm.",22234612.67,554649.009,16912,40.619610329,1314.7240226,0,13946238.4,344676,10562,41.087353057,1320.4164363,0,18827715.74,555470,16952,34.386797445,1110.6486397,0,12540269.25,965836,29701,13.124275228,422.21707182,0,10667393.58,819004,24817,13.161005036,429.84218802,0,0.0027986161,-0.245536341
"Invega Hafyera","Paliperidone Palmitate",1,"Janssen Pharm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287975.82,644.5,146,3520.1492622,15671.06726,0,34081515.57,9307.01,2115,3653.4975488,16114.191759,0,68100425.49,17716.625,4033,3830.3419328,16885.798535,0,0.0484041337,0.0431295131
"Invega Sustenna","Paliperidone Palmitate",1,"Janssen Pharm.",1051947151.6,612828.103,500220,1716.3049753,2102.9689969,0,1164557056.5,651092.872,527898,1788.0191541,2206.0266501,0,1290547401.5,690601.646,559080,1867.3422147,2308.3412061,0,1459605908,734933.629,590148,1984.3148666,2473.2879006,0,1664658924.1,782391.197,625992,2126.7215764,2659.233543,0,0.071766186,0.0550645813
